image_id,image_path,image_name,rel_path,inferred_label
35156d88-1af2-4abc-90d7-7158db78230b,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10645.jpg,10645.jpg,UECFOOD256/1/10645.jpg,1
737bb9f7-0ee0-4030-8b59-86e91d021228,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10666.jpg,10666.jpg,UECFOOD256/1/10666.jpg,1
17f2430b-8d21-4737-bf21-463b1d95a623,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10740.jpg,10740.jpg,UECFOOD256/1/10740.jpg,1
5ea2e3d7-e15f-44bf-ae2d-7f5b055e3c41,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10753.jpg,10753.jpg,UECFOOD256/1/10753.jpg,1
26645138-9ab9-4825-b630-e0cb2fea9c32,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10910.jpg,10910.jpg,UECFOOD256/1/10910.jpg,1
b6898124-a8aa-4956-9fb6-6c95de2e038b,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/10993.jpg,10993.jpg,UECFOOD256/1/10993.jpg,1
42dc6e5d-ce8f-4148-9c36-5fd6768d917b,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11020.jpg,11020.jpg,UECFOOD256/1/11020.jpg,1
eed5e913-af91-439c-852f-933dac755ac9,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11039.jpg,11039.jpg,UECFOOD256/1/11039.jpg,1
45c210c5-7820-479d-a6b4-4812338b0c72,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11059.jpg,11059.jpg,UECFOOD256/1/11059.jpg,1
691b35b7-2890-4c31-854e-dd3c0d906b6a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11063.jpg,11063.jpg,UECFOOD256/1/11063.jpg,1
9cf9d461-2fad-4098-b756-704e12dcce41,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11064.jpg,11064.jpg,UECFOOD256/1/11064.jpg,1
026dd33f-d256-4197-bd8f-360887d342eb,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11094.jpg,11094.jpg,UECFOOD256/1/11094.jpg,1
2fcd5301-4751-4403-a810-a1cd02326287,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11098.jpg,11098.jpg,UECFOOD256/1/11098.jpg,1
ae6f833b-2180-44c5-ba7a-46a020685f73,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11108.jpg,11108.jpg,UECFOOD256/1/11108.jpg,1
56b5f0c9-ea98-4e8d-8ef2-568e5ad5e0df,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11119.jpg,11119.jpg,UECFOOD256/1/11119.jpg,1
4fe2aab4-98c7-4622-abcb-a9d27739dde3,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11134.jpg,11134.jpg,UECFOOD256/1/11134.jpg,1
2c5c69ba-541b-4a13-b4a7-64ba2717342a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11136.jpg,11136.jpg,UECFOOD256/1/11136.jpg,1
5cef95a0-bc2c-49cd-a175-a585e6c4e447,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11138.jpg,11138.jpg,UECFOOD256/1/11138.jpg,1
0615eaf3-7c62-4a12-89f2-6e59b6426278,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11156.jpg,11156.jpg,UECFOOD256/1/11156.jpg,1
1be8f17e-3ee0-40e1-9f70-574c6b183116,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11159.jpg,11159.jpg,UECFOOD256/1/11159.jpg,1
6b7d0525-db27-4c84-b50c-42be6da62ea1,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11161.jpg,11161.jpg,UECFOOD256/1/11161.jpg,1
f9dfc74c-8f13-4bbe-9ef1-2107b82b0691,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11165.jpg,11165.jpg,UECFOOD256/1/11165.jpg,1
dce68bb9-30aa-4ba2-a442-fe5849c68bfc,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11167.jpg,11167.jpg,UECFOOD256/1/11167.jpg,1
243d9348-efaf-4854-b854-5121530625e6,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11180.jpg,11180.jpg,UECFOOD256/1/11180.jpg,1
638dc7f9-d442-4e45-91f3-9c99853bfbbd,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11184.jpg,11184.jpg,UECFOOD256/1/11184.jpg,1
442a79ed-ff7f-4798-aeaa-7cf602d49404,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11186.jpg,11186.jpg,UECFOOD256/1/11186.jpg,1
cb98a603-6a25-46ea-ac95-113967047b85,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11194.jpg,11194.jpg,UECFOOD256/1/11194.jpg,1
93cec13d-8cc0-46f7-8e02-ff132f2286f5,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11197.jpg,11197.jpg,UECFOOD256/1/11197.jpg,1
7cbafc14-daa9-470f-be9a-ada3db28178c,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11200.jpg,11200.jpg,UECFOOD256/1/11200.jpg,1
a5b22728-80b6-4c29-95ec-05248d10d90e,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11201.jpg,11201.jpg,UECFOOD256/1/11201.jpg,1
ffa69885-5f97-4616-8401-fddd66fe954e,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11292.jpg,11292.jpg,UECFOOD256/1/11292.jpg,1
cd74e83c-9874-437c-a69b-20cfa1dde7c0,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11317.jpg,11317.jpg,UECFOOD256/1/11317.jpg,1
2ce06398-2bc0-4dfe-9c5d-4329840fa95f,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11326.jpg,11326.jpg,UECFOOD256/1/11326.jpg,1
205447c3-e210-48eb-8a21-bf31d895f5cb,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11331.jpg,11331.jpg,UECFOOD256/1/11331.jpg,1
bd4b086e-9f30-421e-9ab0-94d2fdb92209,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11337.jpg,11337.jpg,UECFOOD256/1/11337.jpg,1
f1888831-7eaf-4024-b303-3898c007c330,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11352.jpg,11352.jpg,UECFOOD256/1/11352.jpg,1
b0f7c774-18db-446f-92d2-a90002469597,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11440.jpg,11440.jpg,UECFOOD256/1/11440.jpg,1
a0054d77-85f2-4567-b03b-c55bbaba64fd,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11459.jpg,11459.jpg,UECFOOD256/1/11459.jpg,1
6e534eae-0a51-4538-93a8-2083db383bd5,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11568.jpg,11568.jpg,UECFOOD256/1/11568.jpg,1
acc34644-f7f1-4e87-aba9-0b9f11293510,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11573.jpg,11573.jpg,UECFOOD256/1/11573.jpg,1
06672872-a3e1-4342-b48d-cba95094f164,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11575.jpg,11575.jpg,UECFOOD256/1/11575.jpg,1
ee5a8881-8187-4213-9959-8e8f6f562e57,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11576.jpg,11576.jpg,UECFOOD256/1/11576.jpg,1
42421385-9050-497f-a3b9-37d306d79e33,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11577.jpg,11577.jpg,UECFOOD256/1/11577.jpg,1
80b57075-1442-4ba1-931f-08b4904998c4,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11590.jpg,11590.jpg,UECFOOD256/1/11590.jpg,1
3552e3ae-57c7-4b08-bd3a-89987c143428,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11593.jpg,11593.jpg,UECFOOD256/1/11593.jpg,1
caae624e-6713-4570-aae6-710af17f9b4c,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11597.jpg,11597.jpg,UECFOOD256/1/11597.jpg,1
69a9eff0-3bec-4f19-b640-a0a18dd67d16,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11608.jpg,11608.jpg,UECFOOD256/1/11608.jpg,1
06a27c2e-759e-4f37-96fa-076034a8dc72,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11649.jpg,11649.jpg,UECFOOD256/1/11649.jpg,1
dab3cdbb-3fd2-4487-bc75-26e908df4b5f,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11650.jpg,11650.jpg,UECFOOD256/1/11650.jpg,1
644d872c-f7d4-4ad1-966e-42dd46404c84,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11686.jpg,11686.jpg,UECFOOD256/1/11686.jpg,1
d6b515b0-1725-42fc-8e9f-fa7657896178,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11689.jpg,11689.jpg,UECFOOD256/1/11689.jpg,1
e82d26c9-385f-491b-a6b0-54e87b557ec9,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11694.jpg,11694.jpg,UECFOOD256/1/11694.jpg,1
7d0fa6f7-0ec6-4d43-bbcc-292284079872,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11732.jpg,11732.jpg,UECFOOD256/1/11732.jpg,1
693d60cd-0e0f-4f2a-be85-e7556bad9154,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11737.jpg,11737.jpg,UECFOOD256/1/11737.jpg,1
4e0348ca-db47-4bc8-b02c-8c5a8825fb9e,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11774.jpg,11774.jpg,UECFOOD256/1/11774.jpg,1
f37b6831-2e3d-463f-8f36-e30a503ab6d6,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11862.jpg,11862.jpg,UECFOOD256/1/11862.jpg,1
d981aa58-8323-43b0-b632-b2905611f366,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11956.jpg,11956.jpg,UECFOOD256/1/11956.jpg,1
7761a574-9eda-454f-8ae7-bf4a0487f2e9,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11962.jpg,11962.jpg,UECFOOD256/1/11962.jpg,1
ca629e05-470a-465b-81ac-8a64a04c730c,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11990.jpg,11990.jpg,UECFOOD256/1/11990.jpg,1
6a2c2e4a-0ca7-4960-afd6-55185a390c30,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/11997.jpg,11997.jpg,UECFOOD256/1/11997.jpg,1
779579e8-acde-43ad-b246-770e7d722069,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12.jpg,12.jpg,UECFOOD256/1/12.jpg,1
b4b297ff-7389-4130-a892-747949d1485d,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12079.jpg,12079.jpg,UECFOOD256/1/12079.jpg,1
79f275ba-98f9-4b37-8ca9-79da62855bc7,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12081.jpg,12081.jpg,UECFOOD256/1/12081.jpg,1
bba879d6-63d6-4ec4-b4bd-cc6625745272,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12082.jpg,12082.jpg,UECFOOD256/1/12082.jpg,1
bdc45c27-ca84-4152-a70e-d872933919de,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12084.jpg,12084.jpg,UECFOOD256/1/12084.jpg,1
a6e6894e-fc9e-4e0f-a3cd-bfa37d1fda17,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12086.jpg,12086.jpg,UECFOOD256/1/12086.jpg,1
4a520c23-9abe-40e3-9fb4-ecdab67a1213,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12095.jpg,12095.jpg,UECFOOD256/1/12095.jpg,1
a49315da-6009-40bd-95d1-c70423345626,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12098.jpg,12098.jpg,UECFOOD256/1/12098.jpg,1
0cd95d2a-be10-4595-bf7c-57b0023de624,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12108.jpg,12108.jpg,UECFOOD256/1/12108.jpg,1
d2cefa4a-3969-4053-97c0-ac5ddcfa5fb3,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12169.jpg,12169.jpg,UECFOOD256/1/12169.jpg,1
972c9db8-5f67-4c6b-9649-553389c76e79,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12171.jpg,12171.jpg,UECFOOD256/1/12171.jpg,1
262f0047-14a3-44ae-8614-665a59788b28,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12184.jpg,12184.jpg,UECFOOD256/1/12184.jpg,1
823128e8-0e01-4273-960a-0a17278f828e,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12209.jpg,12209.jpg,UECFOOD256/1/12209.jpg,1
f37effb5-09f4-41c6-92fe-75f0ac3e66d2,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12245.jpg,12245.jpg,UECFOOD256/1/12245.jpg,1
b4a1701c-1d77-431d-b620-6a32f10153fa,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/12923.jpg,12923.jpg,UECFOOD256/1/12923.jpg,1
b4b8d72d-1d3f-4a89-bbf9-bf827d8258b2,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13.jpg,13.jpg,UECFOOD256/1/13.jpg,1
71d5e947-7d14-4e7a-96c1-ec8a823e180a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13164.jpg,13164.jpg,UECFOOD256/1/13164.jpg,1
b6da09aa-68c8-4e6b-9ea0-6e1705714ddb,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13182.jpg,13182.jpg,UECFOOD256/1/13182.jpg,1
8216793b-7515-4384-996b-f2cdd1aa9d1e,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13233.jpg,13233.jpg,UECFOOD256/1/13233.jpg,1
d136dfb2-a727-491d-bb5d-9aca8309bff2,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13236.jpg,13236.jpg,UECFOOD256/1/13236.jpg,1
85301924-e116-4313-a004-1e35d9fb7108,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13262.jpg,13262.jpg,UECFOOD256/1/13262.jpg,1
baacbe9c-c4c9-4f19-9ae2-d8893fe92e18,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13264.jpg,13264.jpg,UECFOOD256/1/13264.jpg,1
b8d7acf8-74bb-4d1c-ab9b-981edbdd01e5,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13273.jpg,13273.jpg,UECFOOD256/1/13273.jpg,1
cffa5c01-4fdd-4897-adbf-8fd263ad35c4,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13276.jpg,13276.jpg,UECFOOD256/1/13276.jpg,1
fba0d1cd-9cf8-4fa6-998a-cca1e78f9513,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13295.jpg,13295.jpg,UECFOOD256/1/13295.jpg,1
5454abcb-5f15-4338-b0e2-1a9499181061,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13297.jpg,13297.jpg,UECFOOD256/1/13297.jpg,1
a5f8e9ed-c8ef-4532-a50a-47fcb11792a5,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13325.jpg,13325.jpg,UECFOOD256/1/13325.jpg,1
641a0700-f449-465a-92fa-b63a6305346f,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13327.jpg,13327.jpg,UECFOOD256/1/13327.jpg,1
06bc1e44-72d6-49b0-a931-55957f9cc815,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13329.jpg,13329.jpg,UECFOOD256/1/13329.jpg,1
3065bb66-9ad6-44db-9546-4b093774696f,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13331.jpg,13331.jpg,UECFOOD256/1/13331.jpg,1
f9640ff6-c471-419e-808a-e7b8f44dd1fc,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13333.jpg,13333.jpg,UECFOOD256/1/13333.jpg,1
9f919842-1109-4d6d-813b-b1fd64140193,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13379.jpg,13379.jpg,UECFOOD256/1/13379.jpg,1
08605308-d7a1-48e8-aaf4-da7eae8c1d19,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13389.jpg,13389.jpg,UECFOOD256/1/13389.jpg,1
ca61695d-d424-4d30-8f4e-adbd1971b688,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13406.jpg,13406.jpg,UECFOOD256/1/13406.jpg,1
299fdd62-2bb4-491e-9a9e-81f531ebde55,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13414.jpg,13414.jpg,UECFOOD256/1/13414.jpg,1
5b2fe784-2595-4f19-9891-9c9bd087807a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13468.jpg,13468.jpg,UECFOOD256/1/13468.jpg,1
6948fe40-b220-41e8-a7ac-6d05a4621790,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13639.jpg,13639.jpg,UECFOOD256/1/13639.jpg,1
d0be6194-437f-4351-8a9b-108468724e38,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13645.jpg,13645.jpg,UECFOOD256/1/13645.jpg,1
18615d38-e793-4ddc-89da-9aa954bfc810,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13646.jpg,13646.jpg,UECFOOD256/1/13646.jpg,1
1f4a0a3c-2f7c-4cca-8396-a7fe1f12f650,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13671.jpg,13671.jpg,UECFOOD256/1/13671.jpg,1
39d3377a-c2d6-4f58-ad4c-6ddcfce63a55,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13676.jpg,13676.jpg,UECFOOD256/1/13676.jpg,1
09815ea1-3215-4470-a763-5472700ac0cc,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13690.jpg,13690.jpg,UECFOOD256/1/13690.jpg,1
fe4fbd7f-07b6-4608-b96d-0346099626d9,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13693.jpg,13693.jpg,UECFOOD256/1/13693.jpg,1
7d37f89c-b892-4d46-9a93-ec74230c6641,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13695.jpg,13695.jpg,UECFOOD256/1/13695.jpg,1
d9d59064-92c1-4ac7-8de3-2358f012d965,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13696.jpg,13696.jpg,UECFOOD256/1/13696.jpg,1
8754eca0-a85f-4a51-9045-46bfc8eced0a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13701.jpg,13701.jpg,UECFOOD256/1/13701.jpg,1
e75747f6-f9f4-4523-a117-28599967eea3,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13702.jpg,13702.jpg,UECFOOD256/1/13702.jpg,1
e39235ce-f5c2-4164-a712-d00dd5655bac,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13704.jpg,13704.jpg,UECFOOD256/1/13704.jpg,1
1d5b781a-5929-473a-9cb9-cdb12ec91560,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13705.jpg,13705.jpg,UECFOOD256/1/13705.jpg,1
ee32be43-bf72-454d-9c3a-811fa22138ba,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13708.jpg,13708.jpg,UECFOOD256/1/13708.jpg,1
d7ce8bdd-8572-49fe-b40b-f7d8df90e42d,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13723.jpg,13723.jpg,UECFOOD256/1/13723.jpg,1
e7d84992-d40e-48bc-8f94-1e2953b256b3,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13724.jpg,13724.jpg,UECFOOD256/1/13724.jpg,1
0ba39d7a-ce2a-4b04-9ff6-3acc467907e4,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13731.jpg,13731.jpg,UECFOOD256/1/13731.jpg,1
669f59b1-7ba5-4bd7-badd-ab8bb272547f,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13732.jpg,13732.jpg,UECFOOD256/1/13732.jpg,1
f03bbf81-7133-4afe-81b4-b9bc3f456482,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13733.jpg,13733.jpg,UECFOOD256/1/13733.jpg,1
0c867855-dd7c-4155-a816-dda11926c68a,/home/sheru/.cache/kagglehub/datasets/rkuo2000/uecfood256/versions/1/UECFOOD256/1/13734.jpg,13734.jpg,UECFOOD256/1/13734.jpg,1
